ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID576098347,10 Heysen Gr,DONCASTER EAST,1225000.0,h,29/07/2017,4,2.0,2.0,511.0,31.0,-37.77746,145.17161000000004,19899,4811.239782443734,31.666666666666668,0,3327.0,11071.666666666666,1069.3333333333333
ID856761257,9a Elizabeth St,BRIGHTON EAST,1355000.0,h,15/10/2016,3,1.0,2.0,759.0,89.0,-37.9057,145.0166,19952,1232.53450259169,24.5,0,2744.3333333333335,10289.666666666666,780.0
ID243365902,103/25 Byron St,NORTH MELBOURNE,450000.0,u,16/07/2016,1,1.0,1.0,0.0,7.0,-37.802,144.9516,22239,1008.8100718545443,7.0,0,71.0,261.0,20.0
ID253422075,4/143 Sussex St,PASCOE VALE,533000.0,u,22/08/2016,3,2.0,2.0,197.0,12.0,-37.7266,144.9496,19963,1208.9372562815697,36.0,0,659.0,5219.333333333333,338.3333333333333
ID513465196,36 Ormond Bvd,BUNDOORA,758000.0,h,9/09/2017,4,3.0,2.0,331.0,9.0,-37.67998,145.07345,45795,3477.2202154426122,49.22222222222222,0,684.0,1695.6666666666667,161.0
ID279807924,33 Edwardes St,RESERVOIR,810000.0,h,25/02/2017,3,2.0,3.0,486.0,5.0,-37.7164,145.0048,20010,200.75065620217947,34.2,0,885.0,1901.0,227.66666666666666
ID747354965,2/60 Rathmines Rd,HAWTHORN EAST,975000.0,h,30/07/2016,3,1.0,1.0,211.0,29.0,-37.8204,145.0489,19903,348.8685715671266,17.904761904761905,0,1144.3333333333333,6845.666666666667,375.6666666666667
ID336266480,6 Cassowary Av,WERRIBEE,505000.0,h,15/07/2017,3,2.0,4.0,557.0,32.0,-37.87975,144.66459,19921,2206.124755457374,35.142857142857146,1,98.66666666666667,190.66666666666666,19.0
ID240526164,2/131 Brighton Rd,ELWOOD,507000.0,u,3/12/2016,2,1.0,1.0,0.0,49.0,-37.8752,144.9911,19955,371.8793884949633,19.5,0,1566.6666666666667,8895.333333333334,491.0
ID523794102,3 Mellor St,SUNSHINE,841000.0,h,22/04/2017,3,1.0,2.0,557.0,59.0,-37.7811,144.8373,22241,914.6406056562934,15.85,1,1412.0,6364.0,699.3333333333334
ID167117400,48 Vickery St,BENTLEIGH,1650000.0,h,26/07/2016,4,2.0,2.0,570.0,89.0,-37.9139,145.0395,19940,413.418295769145,33.15384615384615,0,925.6666666666666,4701.333333333333,308.6666666666667
ID422488685,3 Pembury St,CRAIGIEBURN,485000.0,h,19/08/2017,3,2.0,1.0,321.0,6.0,-37.56937,144.90524,40221,4932.517540855098,49.0,0,1288.3333333333333,4242.333333333333,480.0
ID454653699,226 Dalton Rd,LALOR,635000.0,h,1/07/2017,3,1.0,4.0,536.0,11.0,-37.67125,145.03171,20006,1413.3038549676028,42.22222222222222,0,1360.6666666666667,6408.666666666667,691.6666666666666
ID782113610,36 Rossmoyne St,THORNBURY,1164000.0,h,19/11/2016,2,2.0,0.0,206.0,54.0,-37.7576,145.0032,20014,496.3845796085622,25.3,0,2403.6666666666665,5212.333333333333,586.6666666666666
ID597261887,25/52 Fitzroy St,ST KILDA,392000.0,u,12/11/2016,1,1.0,1.0,0.0,17.0,-37.8599,144.9766,19957,1422.5609824945218,15.5,0,1363.6666666666667,6287.666666666667,564.3333333333334
ID153173587,4 Goodwin St,BLACKBURN,1660000.0,h,26/08/2017,4,2.0,2.0,697.0,69.0,-37.81245,145.16416999999996,19899,1308.6927560373583,31.666666666666668,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID513549966,3/24 Davison St,RICHMOND,479000.0,u,4/03/2017,2,1.0,1.0,534.0,49.0,-37.8123,145.0081,19977,1388.142725481931,10.235294117647058,0,885.0,1901.0,227.66666666666666
ID162430729,1/15 Estelle St,BULLEEN,787000.0,u,11/02/2017,3,1.0,2.0,306.0,34.0,-37.7792,145.0903,19935,3585.7943401433895,29.823529411764707,0,941.3333333333334,5813.0,575.6666666666666
ID877175684,401/40 Altona St,KENSINGTON,445000.0,u,29/07/2017,2,1.0,1.0,1775.0,49.0,-37.79818,144.92685,20026,193.30788956034888,6.4,0,288.0,712.0,75.66666666666667
ID193615120,20 Bryant St,FLEMINGTON,1550000.0,h,13/05/2017,5,1.0,1.0,432.0,104.0,-37.7859,144.9323,20040,332.6291693199859,18.0,0,2047.6666666666667,9171.0,742.3333333333334
ID383655147,2/48 Inkerman St,MAIDSTONE,600000.0,t,15/10/2016,2,1.0,2.0,127.0,109.0,-37.7859,144.8787,20023,1864.3291855122595,19.4,0,610.0,1743.6666666666667,228.0
ID536173437,39 Winifred St,NORTHCOTE,1350000.0,h,23/09/2017,4,2.0,2.0,264.0,23.0,-37.76898,144.9858,20016,839.7428137006838,21.3,0,142.0,344.6666666666667,39.333333333333336
ID655258912,6/4 Belvedere Cl,MARIBYRNONG,780000.0,h,22/05/2016,3,3.0,2.0,173.0,19.0,-37.773,144.8947,20038,2300.427306571311,22.0,0,610.0,1743.6666666666667,228.0
ID770101876,1/260 St Kilda Rd,ST KILDA,640000.0,u,18/03/2017,2,1.0,1.0,0.0,111.0,-37.8635,144.9857,19956,956.8567052537492,17.5,1,1412.0,6364.0,699.3333333333334
ID293483927,192 Wood St,PRESTON,870000.0,h,27/11/2016,4,1.0,2.0,400.0,129.0,-37.7346,145.0164,20011,1383.944721925573,31.2,0,659.0,5219.333333333333,338.3333333333333
ID947631697,3/521 St Kilda St,ELWOOD,715000.0,u,29/07/2017,2,1.0,1.0,795.0,14.0,-37.88351,144.99202,19954,792.1676915221765,21.5,1,1666.0,9333.666666666666,523.0
ID459716243,129 Liberty Pde,BELLFIELD,625000.0,h,28/05/2016,3,1.0,2.0,609.0,69.0,-37.7504,145.0335,19933,2311.0424196494323,26.058823529411764,0,703.6666666666666,1502.0,135.66666666666666
ID340844757,7 Cassell St,SOUTH YARRA,1710000.0,h,20/05/2017,2,2.0,0.0,208.0,139.0,-37.8433,145.0024,19947,145.47429331349028,16.214285714285715,0,1245.0,3886.0,447.6666666666667
ID245571444,868 Hampton St,BRIGHTON,1502000.0,h,22/04/2017,3,1.0,1.0,431.0,52.0,-37.9107,145.0077,19952,786.7239900317948,24.5,0,2897.3333333333335,11243.0,942.0
ID807648908,32 Diamond St,NIDDRIE,1235000.0,h,4/03/2017,3,2.0,1.0,0.0,10.0,-37.7473,144.8897,20037,2525.7721374140733,24.0,0,84.33333333333333,293.3333333333333,23.0
ID883178754,69 Melbourne Av,GLENROY,680000.0,h,29/07/2017,3,1.0,1.0,422.0,59.0,-37.70425,144.93164,20032,1270.3552180845834,36.0,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID523866211,1/37 Myrtle St,IVANHOE,1010000.0,t,10/12/2016,3,2.0,2.0,314.0,16.0,-37.7554,145.0516,19935,821.0147080380841,29.823529411764707,1,555.6666666666666,1129.0,160.66666666666666
ID556170539,2/64 Dinah Pde,KEILOR EAST,480000.0,t,3/12/2016,3,2.0,1.0,184.0,7.0,-37.7424,144.8639,20037,4846.101970053039,24.0,0,555.6666666666666,1129.0,160.66666666666666
ID309399764,267 Yallambie Rd,YALLAMBIE,753000.0,h,11/02/2017,3,2.0,1.0,536.0,44.0,-37.7233,145.1045,19986,1743.1877445564317,43.9,0,1064.6666666666667,4200.666666666667,432.6666666666667
ID506087301,27 Holloway Cl,SUNBURY,455000.0,h,17/06/2017,3,1.0,6.0,639.0,29.0,-37.56291,144.72848,15351,1804.1301749526988,45.75,0,1479.3333333333333,4398.666666666667,502.0
ID454128531,8/161 Alexandra Av,TOORAK,735000.0,u,22/07/2017,2,1.0,1.0,0.0,84.0,-37.83241,145.00705,19906,541.6876991990334,11.904761904761905,1,647.0,2861.3333333333335,222.66666666666666
ID816674975,14 Killeen St,SUNSHINE WEST,470000.0,h,27/06/2016,3,1.0,1.0,591.0,48.0,-37.7987,144.8196,22241,1626.136252716009,15.85,0,2403.6666666666665,5212.333333333333,586.6666666666666
ID774207880,15 Clarence St,FLEMINGTON,885000.0,h,13/08/2016,3,1.0,0.0,162.0,89.0,-37.7869,144.9253,20040,327.0892427032134,18.0,0,1923.6666666666667,8979.333333333334,620.3333333333334
ID278430146,21 Marden St,CANTERBURY,1640000.0,h,15/10/2016,3,3.0,2.0,352.0,22.0,-37.827,145.0737,19892,499.84617106979067,21.785714285714285,0,3703.6666666666665,18944.0,2039.3333333333333
ID652291462,168 Scotchmer St,FITZROY NORTH,1581000.0,h,28/05/2016,3,1.0,0.0,193.0,109.0,-37.7836,144.985,20019,653.0488940807456,18.3,0,1923.6666666666667,8979.333333333334,620.3333333333334
ID976508941,35/24 Craig St,KEILOR EAST,650000.0,h,27/11/2016,3,2.0,2.0,176.0,39.0,-37.7432,144.8816,20037,3362.609045134955,24.0,0,555.6666666666666,1129.0,160.66666666666666
ID972726893,6/37 Stephen St,YARRAVILLE,940000.0,h,28/08/2016,3,2.0,2.0,171.0,12.0,-37.8124,144.8957,19997,377.9143882723532,10.357142857142858,0,703.6666666666666,1502.0,135.66666666666666
ID868508529,6/833 High St,RESERVOIR,301000.0,u,10/09/2016,3,1.0,1.0,0.0,49.0,-37.7272,145.0057,20011,290.4435710162252,31.2,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID771556986,48 Smith St,BRUNSWICK WEST,1222000.0,h,8/04/2017,3,1.0,1.0,380.0,11.0,-37.7677,144.946,19968,1195.5657545500246,25.333333333333332,0,941.3333333333334,5813.0,575.6666666666666
ID139473116,7/7 Simpson St,NORTHCOTE,430000.0,u,15/10/2016,2,1.0,1.0,0.0,49.0,-37.7813,145.0062,19929,295.9313106247838,19.923076923076923,0,136.33333333333334,302.6666666666667,42.0
ID588989987,1 Sutherland St,COBURG,1145000.0,h,12/11/2016,4,2.0,2.0,480.0,99.0,-37.7402,144.9607,19965,332.9736371885078,32.0,0,1071.3333333333333,5783.666666666667,419.6666666666667
ID622915143,29 Highland Av,MITCHAM,1185000.0,h,26/08/2017,4,3.0,2.0,649.0,119.0,-37.81175,145.20501000000004,19901,1089.024950381687,36.41379310344828,0,1471.0,7759.666666666667,779.6666666666666
ID714749318,26 Thomas St,RICHMOND,1346000.0,h,10/12/2016,3,1.0,0.0,187.0,104.0,-37.8169,144.996,19978,457.3695646046542,9.125,1,824.6666666666666,1890.3333333333333,159.33333333333334
ID594317333,221 Mascoma St,STRATHMORE,900000.0,h,13/05/2017,3,1.0,2.0,531.0,54.0,-37.7192,144.9045,20033,1505.0307960098567,34.0,0,1412.0,6364.0,699.3333333333334
ID205350435,9 Marchant Av,RESERVOIR,1190000.0,h,23/09/2017,4,2.0,3.0,650.0,21.0,-37.71556,145.01129,20010,405.8788690569664,34.2,0,885.0,1901.0,227.66666666666666
ID226065870,8/11 Nicholson St,FOOTSCRAY,392500.0,u,6/05/2017,2,1.0,1.0,1783.0,59.0,-37.7949,144.9007,20025,722.5255756607036,10.18918918918919,1,2047.6666666666667,9171.0,742.3333333333334
ID955833507,30 Studley Rd,BRIGHTON EAST,1755000.0,h,19/11/2016,4,2.0,2.0,0.0,49.0,-37.9292,145.0252,19938,1008.2281863843541,36.84615384615385,0,2744.3333333333335,10289.666666666666,780.0
ID547278540,1/514 Bluff Rd,HAMPTON,820000.0,t,27/11/2016,3,2.0,2.0,0.0,69.0,-37.9368,145.0242,19937,1134.0054417437552,38.266666666666666,0,1683.6666666666667,8938.666666666666,509.3333333333333
ID432057330,13 Bowen St,PRAHRAN,1400000.0,h,3/09/2017,2,1.0,0.0,212.0,119.0,-37.85491,145.00373000000005,19946,1006.1728659101714,18.214285714285715,0,705.3333333333334,5479.666666666667,335.0
ID666950872,407/72 Altona St,KENSINGTON,515000.0,u,11/02/2017,2,1.0,1.0,3957.0,9.0,-37.7974,144.9261,20026,243.60951394490218,6.4,1,288.0,712.0,75.66666666666667
ID582454865,107 McFadzean Av,RESERVOIR,725000.0,h,15/07/2017,3,1.0,2.0,579.0,6.0,-37.70158,144.99655,20009,1341.1515174846484,35.2,0,885.0,1901.0,227.66666666666666
ID834468419,67 Belsize Av,CARNEGIE,1510000.0,h,16/09/2017,3,2.0,2.0,560.0,93.0,-37.893,145.05861000000004,19920,752.345257304024,23.375,0,3767.6666666666665,18925.0,2042.3333333333333
ID359731175,196 Blyth St,ALTONA,1480000.0,h,13/05/2017,5,3.0,4.0,725.0,39.0,-37.8712,144.8107,19925,715.4054574065548,28.5,0,2494.6666666666665,11307.0,1410.0
ID485017872,13 Annadale St,KEW,1635000.0,h,3/09/2016,3,1.0,2.0,396.0,29.0,-37.8102,145.0451,19903,1359.453931141193,17.904761904761905,0,271.6666666666667,771.6666666666666,74.0
ID130902048,17 Convent Ct,COBURG NORTH,935000.0,h,12/11/2016,2,1.0,2.0,833.0,59.0,-37.7297,144.9654,19964,481.52467810766035,34.0,0,1071.3333333333333,5783.666666666667,419.6666666666667
ID415402563,18 Davis St,COBURG,1055000.0,h,3/09/2017,4,1.0,1.0,560.0,29.0,-37.74192,144.95096999999996,19965,1089.5945937362758,32.0,0,1097.6666666666667,5916.0,553.3333333333334
ID869052650,15 Miles St,BENTLEIGH,1100000.0,h,4/06/2016,3,2.0,2.0,0.0,94.0,-37.922,145.0302,19938,580.5523485632621,36.84615384615385,0,925.6666666666666,4701.333333333333,308.6666666666667
ID655265710,16 Market St,WEST FOOTSCRAY,850000.0,h,22/07/2017,3,1.0,2.0,269.0,109.0,-37.79638,144.87911,20023,814.8678794396857,19.4,0,298.0,735.0,154.0
ID215606767,106/360 Lygon St,BRUNSWICK EAST,480000.0,u,28/05/2016,2,2.0,1.0,0.0,79.0,-37.7679,144.9725,19968,1136.5097801599652,25.333333333333332,0,703.6666666666666,1502.0,135.66666666666666
ID149318510,4/5 Rose St,ALTONA,425000.0,u,10/09/2016,2,1.0,2.0,115.0,39.0,-37.871,144.8185,19925,784.6466135071631,28.5,0,2489.6666666666665,11817.333333333334,1268.6666666666667
ID460912165,1/17 Albion St,BALACLAVA,981000.0,h,25/02/2017,2,1.0,0.0,159.0,89.0,-37.874,144.9933,19955,272.014122014443,19.5,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID663163829,93 Church Rd,DONCASTER,1200000.0,h,19/08/2017,4,2.0,1.0,650.0,24.0,-37.78911,145.13724,19897,3538.5687614424373,30.818181818181817,0,1666.0,9333.666666666666,523.0
ID644752488,14 Illawarra St,WILLIAMSTOWN,940000.0,h,10/12/2016,2,1.0,0.0,166.0,33.0,-37.8695,144.9009,19991,434.64041434088085,23.857142857142858,0,1002.6666666666666,4068.0,328.3333333333333
ID912709315,10 Canning St,NORTH MELBOURNE,2920000.0,h,3/09/2016,4,3.0,4.0,310.0,139.0,-37.7958,144.944,19972,709.9020775318827,17.0,0,71.0,261.0,20.0
ID915873576,5 Dakara Ct,WYNDHAM VALE,480000.0,h,1/07/2017,3,1.0,2.0,743.0,29.0,-37.89757,144.63041,19921,2704.901458994703,35.142857142857146,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID709883657,11 Athelstane Gr,IVANHOE,2380000.0,h,24/06/2017,4,2.0,2.0,778.0,17.0,-37.76356,145.04135,19933,693.916466344697,26.058823529411764,0,591.6666666666666,1189.6666666666667,177.33333333333334
ID279247921,4/229 Whitehorse Rd,BALWYN,830000.0,u,27/05/2017,2,2.0,1.0,0.0,12.0,-37.81192,145.07506,19893,1500.0813248510747,23.76923076923077,0,959.0,4476.666666666667,324.0
ID394113018,2 Country La,VIEWBANK,1009000.0,h,16/09/2017,3,2.0,2.0,663.0,39.0,-37.7417,145.0958,19936,2614.1330486349743,31.75,1,647.0,2861.3333333333335,222.66666666666666
ID222942157,6 Smith St,ALPHINGTON,2000000.0,h,3/09/2016,4,2.0,4.0,853.0,89.0,-37.7707,145.0318,19932,755.1810323765795,26.0,0,1202.0,5034.333333333333,333.0
ID118369919,3/9 Mountain View Pde,ROSANNA,915000.0,h,14/05/2016,4,3.0,2.0,0.0,11.0,-37.7449,145.0596,19936,618.1179396379557,31.75,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID829388797,13 Altona St,HEIDELBERG HEIGHTS,856000.0,h,22/08/2016,4,1.0,2.0,722.0,44.0,-37.7477,145.0565,19936,1004.0496801094334,31.75,0,1150.6666666666667,7827.0,922.3333333333334
ID636099052,2/52 Walter St,ST ALBANS,500000.0,u,17/06/2017,3,1.0,1.0,388.0,27.0,-37.73163,144.80697,20001,1193.972445319279,34.375,0,1479.3333333333333,4398.666666666667,502.0
ID615797516,77A Fulham Rd,ALPHINGTON,1170000.0,h,9/09/2017,3,1.0,1.0,268.0,25.0,-37.7753,145.0267,19931,528.4012529164672,24.0,0,1214.6666666666667,5603.666666666667,375.3333333333333
ID690670855,31 Bell St,FITZROY,1950000.0,h,18/06/2016,4,1.0,0.0,177.0,129.0,-37.7999,144.9759,19843,1269.1634126071958,5.823529411764706,0,334.6666666666667,1407.6666666666667,88.33333333333333
ID445924849,17/29 Bendall St,KENSINGTON,570000.0,u,11/03/2017,3,1.0,2.0,0.0,29.0,-37.7897,144.9239,20040,518.9732101123641,18.0,0,288.0,712.0,75.66666666666667
ID742305297,2/252 Parer Rd,AIRPORT WEST,450000.0,t,7/05/2016,2,1.0,1.0,110.0,4.0,-37.7216,144.871,20033,4466.860113818531,34.0,0,1202.0,5034.333333333333,333.0
ID842424222,11 Evelyn Ct,DINGLEY VILLAGE,970000.0,h,19/08/2017,4,2.0,2.0,364.0,24.0,-37.96853,145.12948,19913,2984.958953233352,39.48148148148148,0,3327.0,11071.666666666666,1069.3333333333333
ID810434651,11 Buckingham Av,BENTLEIGH,1640000.0,h,22/07/2017,3,1.0,3.0,585.0,59.0,-37.91722,145.04836,19939,998.2981221970336,35.15384615384615,0,959.0,4476.666666666667,324.0
ID650635083,18A Fanny St,MOONEE PONDS,980000.0,t,18/03/2017,5,2.0,2.0,207.0,15.0,-37.7615,144.9333,20038,1329.4728924258975,22.0,0,313.3333333333333,545.3333333333334,65.66666666666667
ID431694458,11 Heller St,BRUNSWICK,2545000.0,h,27/05/2017,5,3.0,4.0,957.0,24.0,-37.77501,144.95117,19969,664.038958549607,24.333333333333332,0,941.3333333333334,5813.0,575.6666666666666
ID587060513,8 Peppermint St,DOVETON,531000.0,h,16/09/2017,3,1.0,5.0,586.0,60.0,-37.99161,145.23278,19888,2030.8280427601858,49.32,0,56.333333333333336,98.33333333333333,19.0
ID287665101,2 Dransfield Wy,EPPING,552500.0,h,23/09/2017,3,1.0,1.0,521.0,29.0,-37.63854,145.05178999999995,45795,1789.495285611727,49.22222222222222,1,2006.6666666666667,7754.333333333333,1051.3333333333333
ID549807242,476 Brunswick St,FITZROY NORTH,1200000.0,h,6/05/2017,2,1.0,0.0,204.0,8.0,-37.7925,144.9797,19974,1447.237441679321,15.142857142857142,0,2047.6666666666667,9171.0,742.3333333333334
ID370167806,30 Strang St,HOPPERS CROSSING,555000.0,h,3/09/2017,4,1.0,2.0,570.0,34.0,-37.87552,144.69648,19922,948.7060914366028,32.142857142857146,0,512.0,1119.6666666666667,175.66666666666666
ID884779682,11/6 Sydney Rd,BRUNSWICK,370000.0,u,28/05/2016,1,1.0,1.0,0.0,54.0,-37.7775,144.9607,19969,329.69338511622715,24.333333333333332,0,958.6666666666666,5673.0,628.0
ID681954335,21 Eden St,HEIDELBERG HEIGHTS,650000.0,h,12/08/2017,2,1.0,0.0,683.0,21.0,-37.75022,145.04778000000005,19935,1368.247032804051,29.823529411764707,0,1173.6666666666667,8523.666666666666,974.6666666666666
ID306186434,58 Auburn Gr,HAWTHORN EAST,3100000.0,h,10/09/2016,4,2.0,2.0,640.0,112.0,-37.826,145.0498,19903,530.8138660156353,17.904761904761905,1,1144.3333333333333,6845.666666666667,375.6666666666667
ID921293351,25 Coppin La,CAROLINE SPRINGS,870000.0,h,12/08/2017,4,2.0,2.0,463.0,7.0,-37.73531,144.74335,52011,3575.5201865786808,27.8,0,1288.3333333333333,4242.333333333333,480.0
ID346973952,20 Ramptons Rd,ELTHAM NORTH,850000.0,h,29/07/2017,5,2.0,1.0,813.0,39.0,-37.7068,145.13232,19986,1341.5567237833543,43.9,0,318.3333333333333,497.0,140.66666666666666
ID179736625,3 Olyve Ct,SURREY HILLS,1850000.0,h,16/04/2016,4,2.0,2.0,612.0,49.0,-37.8345,145.1009,19895,1167.4010769168242,25.5,0,2403.6666666666665,5212.333333333333,586.6666666666666
ID617596977,121 Bent St,NORTHCOTE,888000.0,h,16/04/2016,2,1.0,1.0,190.0,34.0,-37.7667,144.9909,20016,522.031834220633,21.3,0,136.33333333333334,302.6666666666667,42.0
ID301362083,19 Ward St,ASHBURTON,2299500.0,h,12/08/2017,3,2.0,3.0,634.0,79.0,-37.86516,145.07958,19847,351.8685076988033,31.666666666666668,0,1672.6666666666667,10063.666666666666,646.3333333333334
ID648974318,1 Sneddon Ct,MULGRAVE,1100000.0,h,16/09/2017,4,2.0,2.0,748.0,23.0,-37.9265,145.19758000000004,19891,4523.772617562448,41.46153846153846,0,394.3333333333333,1153.6666666666667,165.33333333333334
ID555335772,12/9 Milton St,ASCOT VALE,442000.0,u,18/06/2016,2,1.0,1.0,0.0,44.0,-37.7733,144.9219,20039,223.42044983622174,20.0,0,2489.6666666666665,11817.333333333334,1268.6666666666667
ID692194786,2/8 Zurzolo Tce,EPPING,417500.0,h,8/07/2017,2,1.0,1.0,157.0,19.0,-37.64827,145.05317,45795,1225.8001877347542,49.22222222222222,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID267695497,34 Martins La,VIEWBANK,870000.0,h,27/05/2017,3,2.0,2.0,291.0,19.0,-37.73253,145.0873,19983,1755.4925093646868,34.75,0,647.0,2861.3333333333335,222.66666666666666
ID464589439,1/455 Albion St,BRUNSWICK WEST,265000.0,u,7/05/2016,1,1.0,1.0,0.0,19.0,-37.7586,144.9452,19967,1394.05692734062,27.333333333333332,0,958.6666666666666,5673.0,628.0
ID139209506,9 Davison St,MITCHAM,1071000.0,h,12/08/2017,3,1.0,2.0,684.0,7.0,-37.82771,145.20763,19901,1116.6955993659667,36.41379310344828,0,1471.0,7759.666666666667,779.6666666666666
ID581565258,2/7 Mattea Ct,RESERVOIR,360000.0,u,13/08/2016,2,1.0,1.0,139.0,7.0,-37.7327,145.0347,20011,2851.3167945074783,31.2,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID515742401,3/49 Osborne St,SOUTH YARRA,330000.0,u,14/05/2016,1,1.0,1.0,0.0,49.0,-37.8437,144.9904,19959,608.9143640845485,12.543859649122806,0,1100.6666666666667,3636.3333333333335,457.3333333333333
ID531376929,19 Kurrajong St,BENTLEIGH EAST,1040000.0,h,6/08/2016,3,2.0,2.0,598.0,49.0,-37.9132,145.0782,19917,1681.4341931039512,29.35483870967742,1,925.6666666666666,4701.333333333333,308.6666666666667
ID441305451,73 Major Rd,FAWKNER,526000.0,h,7/11/2016,3,1.0,1.0,404.0,59.0,-37.7075,144.9678,19962,1018.1347659060094,37.0,0,1144.3333333333333,6845.666666666667,375.6666666666667
ID329197918,8 Survey St,RICHMOND,1591000.0,h,17/09/2016,4,2.0,1.0,263.0,119.0,-37.8261,145.0127,19906,480.68278006546035,11.904761904761905,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID259797789,344 Gaffney St,PASCOE VALE,810000.0,h,11/02/2017,3,1.0,1.0,470.0,69.0,-37.7315,144.9399,20034,1033.7731398545864,31.0,0,705.3333333333334,5479.666666666667,335.0
ID533817805,165 Morris St,SUNSHINE,591500.0,h,30/07/2016,3,1.0,2.0,427.0,79.0,-37.7925,144.8282,22241,603.3585730533656,15.85,0,1363.6666666666667,6287.666666666667,564.3333333333334
ID524206339,3/14 Edgar St,KINGSVILLE,570000.0,u,12/08/2017,3,1.0,1.0,118.0,49.0,-37.80857,144.87682,20023,1061.1305103766042,19.4,0,92.33333333333333,260.0,36.666666666666664
ID156735195,40 Fawkner St,SOUTH YARRA,2400000.0,h,28/05/2016,3,2.0,1.0,350.0,125.0,-37.8422,144.9884,19959,542.6039207478818,12.543859649122806,0,1100.6666666666667,3636.3333333333335,457.3333333333333
ID485388220,80 Bunting St,RICHMOND,951000.0,h,16/07/2016,2,1.0,0.0,108.0,114.0,-37.8259,145.0089,19906,219.40227442205597,11.904761904761905,1,824.6666666666666,1890.3333333333333,159.33333333333334
ID981744704,125 Linacre Rd,HAMPTON,2500000.0,h,20/05/2017,4,3.0,2.0,684.0,11.0,-37.9436,145.0169,19948,1316.9728646546969,33.5,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID211457065,23 Alden Ct,CHELTENHAM,1120000.0,h,17/06/2017,4,2.0,2.0,806.0,19.0,-37.97245,145.07566,19865,1395.138746044967,44.6875,0,1288.3333333333333,4242.333333333333,480.0
ID711968625,232 Williams Rd,TOORAK,1635000.0,h,3/12/2016,3,1.0,2.0,386.0,19.0,-37.8435,145.0043,19947,225.2331724031419,16.214285714285715,0,584.3333333333334,2731.6666666666665,211.66666666666666
ID370228398,1/18 Magnolia Rd,GARDENVALE,595000.0,u,19/11/2016,2,1.0,1.0,0.0,59.0,-37.8994,145.0101,19953,601.7808873599148,23.5,1,86.33333333333333,233.33333333333334,28.0
ID127946587,252 Yallambie Rd,YALLAMBIE,720000.0,h,24/09/2016,3,2.0,4.0,535.0,59.0,-37.7225,145.1037,19986,1761.8248444469325,43.9,0,1002.6666666666666,4068.0,328.3333333333333
ID751253165,3/18 Hanover St,FITZROY,1252000.0,h,3/09/2016,3,2.0,2.0,0.0,15.0,-37.8029,144.975,19843,926.0948276255126,5.823529411764706,0,334.6666666666667,1407.6666666666667,88.33333333333333
ID982448537,27 Miller St,ESSENDON,1320000.0,h,3/06/2017,3,2.0,1.0,276.0,109.0,-37.75126,144.89558,20037,1890.127304663508,24.0,0,330.3333333333333,1855.0,82.0
ID239887227,24 Gadd St,OAKLEIGH,1351000.0,h,13/05/2017,5,3.0,2.0,707.0,64.0,-37.9098,145.097,19916,490.2285514803846,31.35483870967742,0,444.6666666666667,981.3333333333334,239.66666666666666
ID400681470,12 Athol St,MOONEE PONDS,2150000.0,h,4/03/2017,6,3.0,2.0,912.0,99.0,-37.77,144.9189,20038,478.4721049197108,22.0,0,313.3333333333333,545.3333333333334,65.66666666666667
ID956630549,75 Scott St,MOONEE PONDS,1900000.0,h,15/10/2016,5,3.0,2.0,646.0,94.0,-37.7625,144.9074,20037,1058.819414654137,24.0,0,278.0,489.0,65.0
ID649484505,71 Summit Dr,BULLEEN,1000000.0,h,16/04/2016,4,2.0,3.0,672.0,49.0,-37.7689,145.0895,19935,2857.1357971298926,29.823529411764707,0,958.6666666666666,5673.0,628.0
ID990951703,18/76 Mathoura Rd,TOORAK,552000.0,u,8/04/2017,1,1.0,1.0,0.0,16.0,-37.8428,145.0081,19947,560.3953767567862,16.214285714285715,0,647.0,2861.3333333333335,222.66666666666666
ID445313512,54b Napier St,SOUTH MELBOURNE,612000.0,u,14/05/2016,2,1.0,1.0,0.0,109.0,-37.8346,144.9673,22238,1814.137292601468,3.5,0,1100.6666666666667,3636.3333333333335,457.3333333333333
ID339979432,107 Wright St,SUNSHINE,607000.0,h,25/02/2017,3,1.0,2.0,563.0,54.0,-37.7956,144.826,22241,992.1552905651447,15.85,0,1412.0,6364.0,699.3333333333334
ID274185365,409/216 Rouse St,PORT MELBOURNE,665000.0,u,3/06/2017,2,2.0,1.0,1472.0,9.0,-37.84096,144.93791000000004,22180,2824.4760342719696,0.0,0,705.3333333333334,5479.666666666667,335.0
